visit id,member id,visit date,check_in_time,check_out_time
105,256,2024-01-04,9:59:00,10:34:00
106,93,2024-01-04,6:18:00,6:43:00
107,80,2024-01-04,6:02:00,6:47:00
108,285,2024-01-04,7:54:00,8:49:00
109,478,2024-01-04,8:57:00,9:52:00
110,268,2024-01-04,6:51:00,7:26:00
111,132,2024-01-04,8:09:00,9:04:00
112,510,2024-01-04,9:09:00,10:04:00
113,549,2024-01-04,9:57:00,10:32:00
114,589,2024-01-05,8:20:00,9:15:00
115,270,2024-01-05,9:47:00,10:42:00
116,321,2024-01-05,7:46:00,8:41:00
117,424,2024-01-05,7:37:00,8:32:00
118,411,2024-01-05,6:24:00,6:59:00
119,637,2024-01-05,6:46:00,7:11:00
120,106,2024-01-05,6:12:00,6:47:00
121,297,2024-01-05,8:13:00,9:08:00
122,402,2024-01-05,6:19:00,6:44:00
123,510,2024-01-05,7:50:00,8:35:00
124,303,2024-01-05,6:51:00,7:16:00
125,329,2024-01-05,9:07:00,9:37:00
126,452,2024-01-05,5:16:00,5:46:00
127,226,2024-01-05,8:02:00,8:47:00
128,357,2024-01-05,9:43:00,10:08:00
129,56,2024-01-05,8:42:00,9:17:00
130,115,2024-01-05,7:15:00,8:10:00
131,172,2024-01-05,8:43:00,9:08:00
132,641,2024-01-05,9:11:00,9:46:00
133,256,2024-01-05,9:32:00,9:57:00
134,123,2024-01-05,6:04:00,6:34:00
135,539,2024-01-05,7:56:00,8:41:00
136,165,2024-01-05,9:06:00,9:51:00
137,603,2024-01-05,6:46:00,7:16:00
138,349,2024-01-05,7:41:00,8:06:00
139,314,2024-01-05,7:52:00,8:47:00
140,270,2024-01-05,7:10:00,7:45:00
141,342,2024-01-06,6:45:00,7:30:00
142,398,2024-01-06,7:33:00,8:03:00
143,578,2024-01-06,9:14:00,9:49:00
144,418,2024-01-06,6:33:00,7:18:00
145,221,2024-01-06,6:47:00,7:17:00
146,98,2024-01-06,8:29:00,9:14:00
147,34,2024-01-06,8:19:00,9:04:00
148,551,2024-01-06,6:59:00,7:29:00
149,383,2024-01-06,6:29:00,6:54:00
150,461,2024-01-06,7:17:00,7:47:00
151,350,2024-01-06,7:14:00,7:59:00
152,572,2024-01-06,6:06:00,7:01:00
153,640,2024-01-06,5:05:00,5:40:00
154,264,2024-01-06,9:22:00,10:07:00
155,403,2024-01-06,9:57:00,10:52:00
156,61,2024-01-06,8:06:00,9:01:00
157,305,2024-01-06,9:08:00,9:53:00
158,415,2024-01-06,9:28:00,10:23:00
159,307,2024-01-06,6:35:00,7:30:00
160,209,2024-01-06,7:45:00,8:20:00
161,603,2024-01-06,9:57:00,10:42:00
162,461,2024-01-06,6:12:00,6:57:00
163,394,2024-01-07,7:41:00,8:26:00
164,503,2024-01-07,6:35:00,7:30:00
165,494,2024-01-07,8:08:00,8:38:00
166,638,2024-01-07,6:13:00,6:48:00
167,113,2024-01-07,6:20:00,6:45:00
168,254,2024-01-07,7:43:00,8:18:00
169,424,2024-01-07,6:40:00,7:10:00
170,506,2024-01-07,8:11:00,8:46:00
171,382,2024-01-07,8:09:00,8:39:00
172,332,2024-01-07,6:51:00,7:16:00
173,494,2024-01-07,5:24:00,6:09:00
174,483,2024-01-07,8:46:00,9:21:00
175,87,2024-01-07,6:40:00,7:05:00
176,572,2024-01-07,7:58:00,8:53:00
177,23,2024-01-07,7:05:00,7:50:00
178,646,2024-01-07,6:34:00,7:19:00
179,295,2024-01-07,9:22:00,9:57:00
180,404,2024-01-07,7:42:00,8:12:00
181,98,2024-01-07,9:30:00,9:55:00
182,428,2024-01-07,7:05:00,7:50:00
183,475,2024-01-07,7:03:00,7:48:00
184,302,2024-01-07,8:48:00,9:23:00
185,600,2024-01-07,6:29:00,7:14:00
186,474,2024-01-07,6:15:00,6:45:00
187,581,2024-01-07,8:05:00,8:40:00
188,496,2024-01-07,8:46:00,9:31:00
189,589,2024-01-08,7:56:00,8:21:00
190,111,2024-01-08,7:30:00,7:55:00
191,506,2024-01-08,6:27:00,7:02:00
192,79,2024-01-08,8:28:00,9:13:00
193,233,2024-01-08,7:41:00,8:26:00
194,589,2024-01-08,6:01:00,6:46:00
195,113,2024-01-08,8:07:00,8:52:00
196,213,2024-01-08,10:00:00,10:35:00
197,315,2024-01-08,9:28:00,10:13:00
198,516,2024-01-08,6:04:00,6:39:00
199,60,2024-01-08,5:19:00,5:54:00
200,450,2024-01-08,5:29:00,6:14:00
201,267,2024-01-08,7:30:00,8:05:00
202,313,2024-01-08,6:51:00,7:46:00
203,532,2024-01-08,5:28:00,6:23:00
204,301,2024-01-08,9:19:00,9:54:00
205,233,2024-01-08,6:25:00,7:00:00
206,542,2024-01-08,5:51:00,6:26:00
207,53,2024-01-08,8:01:00,8:46:00
208,304,2024-01-08,5:50:00,6:35:00
209,129,2024-01-08,7:35:00,8:05:00
210,421,2024-01-08,6:17:00,6:42:00
211,247,2024-01-09,8:57:00,9:27:00
212,237,2024-01-09,9:28:00,9:58:00
213,581,2024-01-09,8:55:00,9:30:00
214,627,2024-01-09,7:30:00,8:05:00
215,604,2024-01-09,8:46:00,9:21:00
216,23,2024-01-09,9:47:00,10:22:00
217,79,2024-01-09,8:22:00,9:17:00
218,123,2024-01-09,5:58:00,6:43:00
219,282,2024-01-09,7:35:00,8:05:00
220,465,2024-01-09,9:32:00,10:27:00
221,310,2024-01-09,5:44:00,6:14:00
222,637,2024-01-09,5:24:00,5:59:00
223,483,2024-01-09,8:20:00,9:05:00
224,325,2024-01-09,7:25:00,8:00:00
225,487,2024-01-09,6:21:00,6:51:00
226,29,2024-01-09,6:47:00,7:17:00
227,414,2024-01-09,9:08:00,9:53:00
228,480,2024-01-09,6:13:00,6:38:00
229,541,2024-01-09,8:43:00,9:38:00
230,32,2024-01-09,8:53:00,9:28:00
231,503,2024-01-09,7:45:00,8:15:00
232,455,2024-01-09,9:38:00,10:08:00
233,345,2024-01-09,7:51:00,8:36:00
234,281,2024-01-09,5:51:00,6:36:00
235,190,2024-01-09,6:30:00,7:05:00
236,527,2024-01-09,9:43:00,10:18:00
237,448,2024-01-09,7:17:00,7:47:00
238,617,2024-01-09,7:43:00,8:08:00
239,531,2024-01-09,6:05:00,6:30:00
240,123,2024-01-10,6:02:00,6:27:00
241,219,2024-01-10,7:50:00,8:45:00
242,244,2024-01-10,7:05:00,7:35:00
243,592,2024-01-10,9:09:00,9:54:00
244,568,2024-01-10,9:12:00,9:37:00
245,491,2024-01-10,6:08:00,6:38:00
246,104,2024-01-10,8:06:00,8:36:00
247,282,2024-01-10,5:11:00,5:46:00
248,203,2024-01-10,6:26:00,7:21:00
249,274,2024-01-10,5:23:00,6:08:00
250,560,2024-01-10,9:02:00,9:47:00
251,103,2024-01-10,7:46:00,8:31:00
252,293,2024-01-10,7:28:00,8:13:00
253,137,2024-01-10,6:38:00,7:13:00
254,237,2024-01-10,9:51:00,10:16:00
255,376,2024-01-10,6:08:00,7:03:00
256,284,2024-01-10,7:27:00,7:57:00
257,467,2024-01-10,7:30:00,8:05:00
258,560,2024-01-10,9:13:00,9:38:00
259,646,2024-01-10,9:33:00,10:18:00
260,27,2024-01-11,6:02:00,6:37:00
261,173,2024-01-11,6:45:00,7:30:00
262,595,2024-01-11,6:28:00,6:58:00
263,619,2024-01-11,7:52:00,8:27:00
264,217,2024-01-11,5:27:00,6:02:00
265,89,2024-01-11,9:00:00,9:55:00
266,516,2024-01-11,9:15:00,9:50:00
267,463,2024-01-11,5:38:00,6:23:00
268,583,2024-01-11,6:40:00,7:25:00
269,416,2024-01-11,8:34:00,9:19:00
270,21,2024-01-11,6:40:00,7:35:00
271,379,2024-01-11,6:02:00,6:57:00
272,373,2024-01-11,8:36:00,9:21:00
273,489,2024-01-11,7:14:00,8:09:00
274,440,2024-01-11,6:44:00,7:39:00
275,591,2024-01-11,6:45:00,7:40:00
276,188,2024-01-11,8:06:00,8:51:00
277,400,2024-01-11,7:38:00,8:33:00
278,188,2024-01-11,6:39:00,7:14:00
279,465,2024-01-11,9:37:00,10:12:00
280,281,2024-01-11,8:28:00,9:13:00
281,603,2024-01-11,8:24:00,9:09:00
282,22,2024-01-11,5:47:00,6:42:00
283,512,2024-01-11,7:55:00,8:50:00
284,474,2024-01-11,5:49:00,6:34:00
285,230,2024-01-11,5:12:00,5:47:00
286,532,2024-01-11,8:18:00,8:53:00
287,606,2024-01-12,9:19:00,9:54:00
288,467,2024-01-12,7:06:00,7:51:00
289,371,2024-01-12,5:24:00,5:54:00
290,496,2024-01-12,8:47:00,9:42:00
291,375,2024-01-12,8:46:00,9:31:00
292,158,2024-01-12,9:17:00,9:42:00
293,222,2024-01-12,6:28:00,6:53:00
294,295,2024-01-12,5:58:00,6:28:00
295,269,2024-01-12,7:07:00,7:32:00
296,486,2024-01-12,6:21:00,7:16:00
297,400,2024-01-12,8:41:00,9:11:00
298,305,2024-01-12,9:56:00,10:26:00
299,413,2024-01-12,6:42:00,7:17:00
300,220,2024-01-12,5:06:00,5:36:00
301,397,2024-01-12,5:12:00,5:42:00
302,172,2024-01-12,9:23:00,10:18:00
303,487,2024-01-12,8:54:00,9:49:00
304,394,2024-01-12,7:28:00,8:03:00
305,554,2024-01-12,7:51:00,8:46:00
306,635,2024-01-12,7:00:00,7:30:00
307,415,2024-01-12,8:56:00,9:41:00
308,175,2024-01-12,9:21:00,9:46:00
309,641,2024-01-12,6:48:00,7:33:00
310,572,2024-01-12,9:02:00,9:32:00
311,430,2024-01-12,5:01:00,5:46:00
312,273,2024-01-12,7:36:00,8:21:00
313,55,2024-01-12,6:28:00,6:58:00
314,35,2024-01-12,9:30:00,10:25:00
315,360,2024-01-12,6:14:00,6:49:00
316,507,2024-01-12,7:16:00,8:01:00
317,570,2024-01-13,6:19:00,6:49:00
318,477,2024-01-13,9:54:00,10:29:00
319,75,2024-01-13,8:05:00,8:50:00
320,574,2024-01-13,8:07:00,8:32:00
321,35,2024-01-13,5:21:00,5:46:00
322,206,2024-01-13,7:07:00,7:32:00
323,455,2024-01-13,9:56:00,10:26:00
324,70,2024-01-13,9:27:00,10:12:00
325,427,2024-01-13,7:09:00,7:44:00
326,135,2024-01-13,5:23:00,5:53:00
327,71,2024-01-13,5:03:00,5:58:00
328,504,2024-01-13,7:03:00,7:28:00
329,347,2024-01-13,8:43:00,9:13:00
330,546,2024-01-13,7:39:00,8:09:00
331,56,2024-01-13,9:05:00,9:30:00
332,166,2024-01-13,9:02:00,9:47:00
333,38,2024-01-13,6:20:00,6:45:00
334,453,2024-01-13,9:20:00,9:50:00
335,544,2024-01-13,6:59:00,7:44:00
336,167,2024-01-13,9:06:00,9:41:00
337,454,2024-01-13,6:41:00,7:16:00
338,585,2024-01-13,5:35:00,6:05:00
339,261,2024-01-13,7:34:00,7:59:00
340,590,2024-01-13,7:37:00,8:12:00
341,520,2024-01-13,9:20:00,9:55:00
342,296,2024-01-13,8:37:00,9:07:00
343,341,2024-01-13,8:53:00,9:38:00
344,599,2024-01-13,9:36:00,10:06:00
345,329,2024-01-14,9:41:00,10:06:00
346,248,2024-01-14,5:36:00,6:01:00
347,554,2024-01-14,7:02:00,7:57:00
348,502,2024-01-14,6:27:00,7:02:00
349,266,2024-01-14,9:31:00,10:01:00
350,129,2024-01-14,9:44:00,10:39:00
351,345,2024-01-14,9:20:00,10:05:00
352,252,2024-01-14,9:41:00,10:06:00
353,232,2024-01-14,9:56:00,10:51:00
354,614,2024-01-14,9:30:00,10:00:00
355,570,2024-01-14,9:36:00,10:31:00
356,507,2024-01-14,9:09:00,9:54:00
357,252,2024-01-14,9:02:00,9:27:00
358,490,2024-01-14,7:08:00,7:33:00
359,148,2024-01-14,8:11:00,8:41:00
360,618,2024-01-14,6:06:00,6:51:00
361,298,2024-01-14,6:40:00,7:35:00
362,360,2024-01-14,6:41:00,7:16:00
363,259,2024-01-14,9:58:00,10:43:00
364,432,2024-01-14,8:51:00,9:26:00
365,268,2024-01-14,7:31:00,8:01:00
366,611,2024-01-14,5:29:00,5:59:00
367,480,2024-01-14,5:21:00,5:46:00
368,533,2024-01-14,6:35:00,7:00:00
369,28,2024-01-15,8:54:00,9:19:00
370,454,2024-01-15,8:01:00,8:56:00
371,440,2024-01-15,7:14:00,7:49:00
372,188,2024-01-15,8:17:00,8:47:00
373,360,2024-01-15,9:02:00,9:32:00
374,402,2024-01-15,6:43:00,7:13:00
375,58,2024-01-15,9:23:00,9:48:00
376,479,2024-01-15,9:43:00,10:13:00
377,122,2024-01-15,9:02:00,9:27:00
378,101,2024-01-15,7:46:00,8:31:00
379,159,2024-01-15,6:38:00,7:33:00
380,179,2024-01-15,7:43:00,8:38:00
381,74,2024-01-15,7:17:00,8:02:00
382,180,2024-01-15,9:20:00,9:55:00
383,622,2024-01-15,7:36:00,8:11:00
384,444,2024-01-15,5:30:00,6:00:00
385,67,2024-01-15,6:07:00,6:32:00
386,640,2024-01-15,5:58:00,6:33:00
387,439,2024-01-15,8:00:00,8:55:00
388,150,2024-01-15,5:17:00,6:02:00
389,483,2024-01-15,8:01:00,8:36:00
390,315,2024-01-15,6:42:00,7:12:00
391,632,2024-01-15,8:38:00,9:13:00
392,639,2024-01-15,7:22:00,8:07:00
393,407,2024-01-15,7:02:00,7:37:00
394,447,2024-01-15,9:04:00,9:34:00
395,528,2024-01-15,8:58:00,9:43:00
396,406,2024-01-16,8:57:00,9:32:00
397,643,2024-01-16,6:20:00,7:15:00
398,537,2024-01-16,7:35:00,8:30:00
399,442,2024-01-16,8:03:00,8:33:00
400,507,2024-01-16,9:50:00,10:45:00
401,260,2024-01-16,9:24:00,9:49:00
402,276,2024-01-16,5:03:00,5:33:00
403,114,2024-01-16,9:39:00,10:34:00
404,214,2024-01-16,5:31:00,6:16:00
405,65,2024-01-16,9:17:00,9:42:00
406,313,2024-01-16,7:25:00,7:50:00
407,458,2024-01-16,6:17:00,6:42:00
408,175,2024-01-16,6:58:00,7:33:00
409,473,2024-01-16,9:28:00,9:58:00
410,629,2024-01-16,7:42:00,8:37:00
411,130,2024-01-16,9:04:00,9:59:00
412,102,2024-01-16,9:33:00,10:03:00
413,190,2024-01-16,9:15:00,9:50:00
414,382,2024-01-16,9:13:00,9:43:00
415,368,2024-01-16,6:41:00,7:26:00
416,177,2024-01-16,6:50:00,7:20:00
417,123,2024-01-16,7:10:00,7:45:00
418,182,2024-01-16,6:37:00,7:07:00
419,443,2024-01-16,9:02:00,9:37:00
420,437,2024-01-16,8:25:00,8:55:00
421,426,2024-01-16,6:55:00,7:40:00
422,633,2024-01-16,9:57:00,10:27:00
423,273,2024-01-16,6:22:00,7:17:00
424,105,2024-01-16,8:55:00,9:50:00
425,305,2024-01-16,7:06:00,7:41:00
426,540,2024-01-16,8:19:00,9:14:00
427,574,2024-01-16,6:36:00,7:01:00
428,73,2024-01-16,6:42:00,7:17:00
429,348,2024-01-16,7:49:00,8:19:00
430,36,2024-01-16,6:07:00,6:37:00
431,104,2024-01-16,6:04:00,6:39:00
432,343,2024-01-17,7:19:00,7:49:00
433,215,2024-01-17,6:41:00,7:16:00
434,625,2024-01-17,8:56:00,9:31:00
435,243,2024-01-17,9:45:00,10:40:00
436,22,2024-01-17,8:27:00,8:52:00
437,534,2024-01-17,7:06:00,7:36:00
438,306,2024-01-17,5:26:00,6:11:00
439,123,2024-01-17,6:32:00,7:07:00
440,135,2024-01-17,8:10:00,8:40:00
441,385,2024-01-17,6:50:00,7:20:00
442,483,2024-01-17,8:47:00,9:32:00
443,318,2024-01-17,6:07:00,6:37:00
444,446,2024-01-17,5:08:00,5:53:00
445,448,2024-01-17,7:48:00,8:13:00
446,501,2024-01-17,6:32:00,7:17:00
447,648,2024-01-17,9:57:00,10:22:00
448,355,2024-01-17,8:03:00,8:58:00
449,177,2024-01-17,9:12:00,9:42:00
450,540,2024-01-17,5:08:00,5:43:00
451,450,2024-01-17,9:48:00,10:18:00
452,194,2024-01-17,7:43:00,8:38:00
453,139,2024-01-17,7:14:00,7:44:00
454,315,2024-01-17,8:24:00,8:59:00
455,540,2024-01-17,9:03:00,9:48:00
456,431,2024-01-18,6:59:00,7:24:00
457,288,2024-01-18,7:03:00,7:58:00
458,522,2024-01-18,8:21:00,8:46:00
459,183,2024-01-18,8:37:00,9:22:00
460,564,2024-01-18,6:44:00,7:09:00
461,511,2024-01-18,8:11:00,8:36:00
462,306,2024-01-18,9:26:00,10:21:00
463,400,2024-01-18,6:40:00,7:10:00
464,526,2024-01-18,9:28:00,10:23:00
465,471,2024-01-18,6:47:00,7:32:00
466,629,2024-01-18,9:36:00,10:11:00
467,564,2024-01-18,6:52:00,7:37:00
468,343,2024-01-18,8:06:00,8:31:00
469,556,2024-01-18,8:20:00,8:50:00
470,286,2024-01-18,8:09:00,8:44:00
471,631,2024-01-18,7:25:00,7:50:00
472,441,2024-01-18,5:42:00,6:07:00
473,415,2024-01-18,7:34:00,8:04:00
474,340,2024-01-18,7:58:00,8:43:00
475,374,2024-01-18,8:17:00,8:47:00
476,377,2024-01-18,7:32:00,8:27:00
477,589,2024-01-18,8:06:00,8:41:00
478,225,2024-01-18,6:29:00,6:54:00
479,515,2024-01-18,9:19:00,9:44:00
480,575,2024-01-18,7:31:00,8:06:00
481,250,2024-01-18,7:13:00,8:08:00
482,386,2024-01-18,6:40:00,7:10:00
483,346,2024-01-18,7:40:00,8:35:00
484,409,2024-01-18,7:19:00,7:49:00
485,624,2024-01-19,7:47:00,8:22:00
486,488,2024-01-19,6:56:00,7:41:00
487,195,2024-01-19,5:53:00,6:38:00
488,301,2024-01-19,5:25:00,6:10:00
489,412,2024-01-19,8:05:00,8:30:00
490,105,2024-01-19,8:39:00,9:24:00
491,89,2024-01-19,7:15:00,7:50:00
492,603,2024-01-19,9:39:00,10:04:00
493,127,2024-01-19,6:37:00,7:22:00
494,116,2024-01-19,7:44:00,8:14:00
495,265,2024-01-19,6:05:00,6:30:00
496,23,2024-01-19,6:31:00,7:01:00
497,252,2024-01-19,7:12:00,8:07:00
498,51,2024-01-19,5:02:00,5:32:00
499,191,2024-01-19,6:13:00,6:58:00
500,341,2024-01-19,5:51:00,6:36:00
501,491,2024-01-19,6:45:00,7:30:00
502,608,2024-01-19,9:07:00,9:52:00
503,353,2024-01-19,9:13:00,9:58:00
504,503,2024-01-19,9:26:00,9:56:00
505,534,2024-01-19,6:41:00,7:16:00
506,423,2024-01-19,7:48:00,8:18:00
507,383,2024-01-19,8:52:00,9:47:00
508,151,2024-01-19,8:39:00,9:14:00
509,603,2024-01-19,7:16:00,7:41:00
510,113,2024-01-19,7:22:00,8:17:00
511,612,2024-01-19,5:43:00,6:38:00
512,499,2024-01-19,8:59:00,9:44:00
513,413,2024-01-19,9:37:00,10:12:00
514,497,2024-01-19,6:06:00,6:51:00
515,417,2024-01-20,6:02:00,6:37:00
516,516,2024-01-20,8:22:00,8:47:00
517,24,2024-01-20,7:12:00,8:07:00
518,587,2024-01-20,8:59:00,9:29:00
519,403,2024-01-20,9:57:00,10:52:00
520,573,2024-01-20,7:25:00,7:55:00
521,221,2024-01-20,9:48:00,10:33:00
522,228,2024-01-20,9:23:00,9:53:00
523,441,2024-01-20,9:11:00,9:36:00
524,353,2024-01-20,8:26:00,9:21:00
525,61,2024-01-20,7:08:00,8:03:00
526,42,2024-01-20,7:46:00,8:21:00
527,643,2024-01-20,9:47:00,10:32:00
528,346,2024-01-20,7:38:00,8:08:00
529,231,2024-01-20,8:22:00,8:52:00
530,74,2024-01-20,9:55:00,10:20:00
531,102,2024-01-20,9:42:00,10:37:00
532,546,2024-01-20,8:39:00,9:04:00
533,180,2024-01-20,9:58:00,10:33:00
534,537,2024-01-20,9:56:00,10:41:00
535,578,2024-01-20,6:01:00,6:36:00
536,391,2024-01-20,9:03:00,9:33:00
537,119,2024-01-20,9:46:00,10:11:00
538,369,2024-01-20,8:40:00,9:05:00
539,195,2024-01-20,8:37:00,9:12:00
540,196,2024-01-21,8:12:00,8:47:00
541,487,2024-01-21,8:26:00,8:56:00
542,295,2024-01-21,7:11:00,7:56:00
543,575,2024-01-21,6:15:00,6:45:00
544,311,2024-01-21,8:59:00,9:44:00
545,413,2024-01-21,5:26:00,5:51:00
546,329,2024-01-21,6:58:00,7:23:00
547,222,2024-01-21,9:56:00,10:51:00
548,528,2024-01-21,9:42:00,10:27:00
549,410,2024-01-21,8:35:00,9:20:00
550,275,2024-01-21,9:42:00,10:07:00
551,131,2024-01-21,9:26:00,10:21:00
552,72,2024-01-21,8:18:00,8:48:00
553,366,2024-01-21,9:08:00,9:43:00
554,61,2024-01-21,8:27:00,8:52:00
555,346,2024-01-21,6:24:00,7:19:00
556,102,2024-01-21,9:06:00,9:36:00
557,81,2024-01-21,8:46:00,9:31:00
558,603,2024-01-21,9:23:00,9:53:00
559,30,2024-01-21,6:29:00,6:54:00
560,408,2024-01-21,9:48:00,10:23:00
561,211,2024-01-21,7:27:00,8:12:00
562,433,2024-01-21,5:38:00,6:13:00
563,227,2024-01-21,7:25:00,8:20:00
564,636,2024-01-21,5:07:00,5:52:00
565,556,2024-01-21,7:21:00,7:56:00
566,317,2024-01-21,7:46:00,8:41:00
567,409,2024-01-21,7:51:00,8:26:00
568,161,2024-01-21,9:21:00,9:56:00
569,43,2024-01-21,6:02:00,6:47:00
570,68,2024-01-21,7:56:00,8:31:00
571,311,2024-01-21,8:04:00,8:29:00
572,203,2024-01-21,8:52:00,9:47:00
573,540,2024-01-21,9:17:00,9:42:00
574,602,2024-01-21,6:30:00,7:05:00
575,518,2024-01-21,9:24:00,9:54:00
576,142,2024-01-21,7:13:00,7:58:00
577,263,2024-01-21,6:22:00,6:57:00
578,421,2024-01-21,8:33:00,9:03:00
579,236,2024-01-22,7:29:00,8:24:00
580,555,2024-01-22,6:36:00,7:21:00
581,235,2024-01-22,5:58:00,6:28:00
582,577,2024-01-22,9:58:00,10:23:00
583,546,2024-01-22,5:20:00,5:50:00
584,480,2024-01-22,9:41:00,10:26:00
585,55,2024-01-22,8:57:00,9:52:00
586,179,2024-01-22,8:20:00,8:45:00
587,69,2024-01-22,5:37:00,6:22:00
588,549,2024-01-22,5:41:00,6:36:00
589,467,2024-01-22,8:36:00,9:06:00
590,416,2024-01-22,7:35:00,8:30:00
591,440,2024-01-22,7:13:00,7:38:00
592,542,2024-01-22,9:48:00,10:18:00
593,338,2024-01-22,7:54:00,8:29:00
594,421,2024-01-22,8:22:00,8:52:00
595,153,2024-01-22,5:30:00,6:05:00
596,307,2024-01-22,8:11:00,8:36:00
597,596,2024-01-22,9:22:00,10:17:00
598,277,2024-01-22,6:47:00,7:32:00
599,530,2024-01-22,8:57:00,9:52:00
600,380,2024-01-23,7:04:00,7:49:00
601,494,2024-01-23,7:32:00,7:57:00
602,578,2024-01-23,8:43:00,9:18:00
603,648,2024-01-23,7:40:00,8:35:00
604,477,2024-01-23,6:32:00,6:57:00
605,423,2024-01-23,8:56:00,9:41:00
606,88,2024-01-23,9:51:00,10:46:00
